Codename,Alias,Lat,Lon,ITEM2012,area,perimeter
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,151.0751953125,67.2627675896833
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,17119.5244140625,1729.2466314333
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,8813.7529296875,1050.47995917712
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,3744.994140625,390.869693202927
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,7.9306640625,13.5967936384632
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,1462.765625,415.230978357274
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,15402.6455078125,5050.19094738086
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,281.181640625,124.730230387064
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,77.94140625,38.2180855664152
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,3934.3125,1318.31602745535
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,2240.80078125,642.634627510349
H28,Zakynthou,38.259222000000001,21.746347000000000,Other roads and associated land,36679.4638671875,9681.92856612158
H28,Zakynthou,38.259222000000001,21.746347000000000,Other roads and associated land,201.5615234375,78.5052569829719
H28,Zakynthou,38.259222000000001,21.746347000000000,Other roads and associated land,89.22265625,42.2536427591167
H31,Gounari,38.244875000000000,21.731674999999999,Other roads and associated land,24487.37109375,5618.77749124679
H31,Gounari,38.244875000000000,21.731674999999999,Other roads and associated land,24284.0478515625,5527.73919023596
H31,Gounari,38.244875000000000,21.731674999999999,Other roads and associated land,1569.0576171875,477.838963156639
H32,Fintiou,38.234419000000003,21.735664000000000,Other roads and associated land,7868.291015625,1766.1082852749
H32,Fintiou,38.234419000000003,21.735664000000000,Other roads and associated land,129.3544921875,71.184718078557
H32,Fintiou,38.234419000000003,21.735664000000000,Other roads and associated land,1455.142578125,525.5762110579
H32,Fintiou,38.234419000000003,21.735664000000000,Other roads and associated land,22768.2041015625,5706.38375732316
H32,Fintiou,38.234419000000003,21.735664000000000,Other roads and associated land,9485.1669921875,2763.56020610511
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,299.8125,112.158533015161
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,9088.8935546875,2876.84331873451
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,6103.6220703125,1471.86571146135
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,8890.8818359375,2737.06832588527
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,1270.6005859375,432.099538640002
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,7.2294921875,13.8137429588285
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,661.22265625,230.021317532636
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,6317.140625,2026.3678870805
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,7245.8779296875,2254.59352864349
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,18870.201171875,4170.07137977634
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,142.111328125,58.7354999918935
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,65.283203125,32.6093917232133
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,538.6259765625,209.183831709707
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,1096.7548828125,377.292120822001
H53,Mintilogli,38.186580999999997,21.706458000000001,Other roads and associated land,4261.26953125,1092.02855588104
H53,Mintilogli,38.186580999999997,21.706458000000001,Other roads and associated land,706.6611328125,250.601283543969
