Codename,Alias,Lat,Lon,ITEM2012,area,perimeter
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,14896.0703125,1550.67989683663
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,4505.5302734375,423.708447690331
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,766.349609375,252.399236202493
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,11599.169921875,3747.74789880864
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,2609.0576171875,885.652368396533
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,1812.5166015625,535.64526471441
H28,Zakynthou,38.259222000000001,21.746347000000000,Other roads and associated land,24093.0947265625,6454.09965916918
H31,Gounari,38.244875000000000,21.731674999999999,Other roads and associated land,15562.1943359375,3598.00112878359
H31,Gounari,38.244875000000000,21.731674999999999,Other roads and associated land,16834.60546875,3898.19371927471
H32,Fintiou,38.234419000000003,21.735664000000000,Other roads and associated land,4047.517578125,1088.76547414691
H32,Fintiou,38.234419000000003,21.735664000000000,Other roads and associated land,301.482421875,138.740657818099
H32,Fintiou,38.234419000000003,21.735664000000000,Other roads and associated land,16328.7734375,4010.95589079721
H32,Fintiou,38.234419000000003,21.735664000000000,Other roads and associated land,5245.2353515625,1681.72735070981
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,299.8125,112.158533015161
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,6723.763671875,2141.59985730334
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,3885.146484375,791.98590180988
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,5875.966796875,1749.12057078681
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,1189.4794921875,409.665121401218
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,7.2294921875,13.8137429588285
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,579.9248046875,211.782882799867
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,3002.845703125,983.65609039704
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,2493.08203125,894.451770086034
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,16245.1728515625,3569.05283342787
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,142.111328125,58.7354999918935
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,65.283203125,32.6093917232133
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,104.8671875,64.9459205440047
H53,Mintilogli,38.186580999999997,21.706458000000001,Other roads and associated land,2603.478515625,683.403885677798
