Codename,Alias,Lat,Lon,ITEM2012,area,perimeter
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,523.287109375,118.39148948198
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,151.0751953125,67.2627675896833
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,37397.3837890625,3671.14944149168
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,75.7314453125,37.9492706139429
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,499.98046875,178.408395698353
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,4.3212890625,17.2146055702132
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,10445.6669921875,2137.60393253122
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,25769.482421875,3805.30879138925
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,19041.6533203125,1116.09239373288
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,4472.1279296875,418.288947909321
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,401.044921875,145.186113515549
H26,LapUp,38.291969000000002,21.788156000000001,Other roads and associated land,7.9306640625,13.5967936384632
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,2830.3447265625,892.167840900337
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,32742.3984375,10310.6781545869
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,6698.716796875,2248.3524739878
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,942.1572265625,328.268287455038
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,2.365234375,9.36345643731238
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,77.94140625,38.2180855664152
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,27368.1572265625,5693.80946539014
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,2296.6455078125,656.540434865967
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,4195.16796875,1428.59039366457
H27,Aritis,38.284469000000001,21.765305999999999,Other roads and associated land,2831.10546875,815.877704846152
H28,Zakynthou,38.259222000000001,21.746347000000000,Other roads and associated land,97686.765625,23065.1554457276
